FIPS Code,state/area,year,Civilian non-institutional population,CLF-Total,CLF-Pecent of population,Employment-Total,Employment-Percent of population,Unemployment-Total,Unemployment-Rate
02,Alaska,2016,"545,272   ","360,919   ",66.2   ,"337,055   ",61.8   ,"23,864   ",6.6   
04,Arizona,2016,"5,267,587   ","3,173,075   ",60.2   ,"2,999,230   ",56.9   ,"173,845   ",5.5   
05,Arkansas,2016,"2,298,315   ","1,335,647   ",58.1   ,"1,282,639   ",55.8   ,"53,008   ",4.0   
06,California,2016,"30,605,043   ","19,045,018   ",62.2   ,"17,996,065   ",58.8   ,"1,048,953   ",5.5   
037,Los Angeles County,2016,"8,063,706   ","5,041,383   ",62.5   ,"4,774,435   ",59.2   ,"266,948   ",5.3   
08,Colorado,2016,"4,305,280   ","2,884,887   ",67.0   ,"2,794,813   ",64.9   ,"90,074   ",3.1   
09,Connecticut,2016,"2,894,580   ","1,906,741   ",65.9   ,"1,814,158   ",62.7   ,"92,583   ",4.9   
10,Delaware,2016,"755,400   ","468,564   ",62.0   ,"447,380   ",59.2   ,"21,184   ",4.5   
11,District of Columbia,2016,"553,937   ","386,834   ",69.8   ,"362,794   ",65.5   ,"24,040   ",6.2   
12,Florida,2016,"16,503,489   ","9,791,737   ",59.3   ,"9,313,287   ",56.4   ,"478,450   ",4.9   
13,Georgia,2016,"7,873,586   ","4,914,187   ",62.4   ,"4,646,831   ",59.0   ,"267,356   ",5.4   
15,Hawaii,2016,"1,117,996   ","694,182   ",62.1   ,"674,043   ",60.3   ,"20,139   ",2.9   
16,Idaho,2016,"1,281,015   ","818,803   ",63.9   ,"788,521   ",61.6   ,"30,282   ",3.7   
17,Illinois,2016,"10,137,754   ","6,616,360   ",65.3   ,"6,227,221   ",61.4   ,"389,139   ",5.9   
18,Indiana,2016,"5,152,361   ","3,333,627   ",64.7   ,"3,187,737   ",61.9   ,"145,890   ",4.4   
19,Iowa,2016,"2,448,951   ","1,708,344   ",69.8   ,"1,646,841   ",67.2   ,"61,503   ",3.6   
20,Kansas,2016,"2,220,097   ","1,498,060   ",67.5   ,"1,437,436   ",64.7   ,"60,624   ",4.0   
21,Kentucky,2016,"3,465,885   ","2,013,219   ",58.1   ,"1,911,468   ",55.2   ,"101,751   ",5.1   
22,Louisiana,2016,"3,581,720   ","2,120,489   ",59.2   ,"1,992,404   ",55.6   ,"128,085   ",6.0   
23,Maine,2016,"1,099,102   ","696,274   ",63.3   ,"669,856   ",60.9   ,"26,418   ",3.8   
24,Maryland,2016,"4,767,368   ","3,190,709   ",66.9   ,"3,055,268   ",64.1   ,"135,441   ",4.2   
25,Massachusetts,2016,"5,600,969   ","3,653,833   ",65.2   ,"3,507,611   ",62.6   ,"146,222   ",4.0   
26,Michigan,2016,"7,950,784   ","4,870,148   ",61.3   ,"4,628,148   ",58.2   ,"242,000   ",5.0   
27,Minnesota,2016,"4,332,798   ","3,033,354   ",70.0   ,"2,916,011   ",67.3   ,"117,343   ",3.9   
28,Mississippi,2016,"2,278,783   ","1,269,291   ",55.7   ,"1,193,662   ",52.4   ,"75,629   ",6.0   
29,Missouri,2016,"4,746,864   ","3,067,454   ",64.6   ,"2,927,598   ",61.7   ,"139,856   ",4.6   
30,Montana,2016,"824,771   ","524,916   ",63.6   ,"502,443   ",60.9   ,"22,473   ",4.3   
31,Nebraska,2016,"1,460,693   ","1,021,445   ",69.9   ,"989,615   ",67.7   ,"31,830   ",3.1   
32,Nevada,2016,"2,266,016   ","1,409,874   ",62.2   ,"1,327,915   ",58.6   ,"81,959   ",5.8   
33,New Hampshire,2016,"1,102,133   ","755,689   ",68.6   ,"734,109   ",66.6   ,"21,580   ",2.9   
34,New Jersey,2016,"7,215,855   ","4,612,876   ",63.9   ,"4,384,980   ",60.8   ,"227,896   ",4.9   
35,New Mexico,2016,"1,623,817   ","945,359   ",58.2   ,"881,371   ",54.3   ,"63,988   ",6.8   
36,New York,2016,"16,129,810   ","9,768,025   ",60.6   ,"9,291,888   ",57.6   ,"476,137   ",4.9   
51000,New York city,2016,"7,078,179   ","4,241,256   ",59.9   ,"4,022,410   ",56.8   ,"218,846   ",5.2   
37,North Carolina,2016,"7,813,550   ","4,781,344   ",61.2   ,"4,538,202   ",58.1   ,"243,142   ",5.1   
38,North Dakota,2016,"586,124   ","414,506   ",70.7   ,"401,930   ",68.6   ,"12,576   ",3.0   
39,Ohio,2016,"9,189,639   ","5,771,475   ",62.8   ,"5,480,498   ",59.6   ,"290,977   ",5.0   
40,Oklahoma,2016,"2,972,146   ","1,818,341   ",61.2   ,"1,734,041   ",58.3   ,"84,300   ",4.6   
41,Oregon,2016,"3,273,565   ","2,038,741   ",62.3   ,"1,941,816   ",59.3   ,"96,925   ",4.8   
42,Pennsylvania,2016,"10,326,798   ","6,521,627   ",63.2   ,"6,174,246   ",59.8   ,"347,381   ",5.3   
44,Rhode Island,2016,"876,874   ","564,640   ",64.4   ,"535,153   ",61.0   ,"29,487   ",5.2   
45,South Carolina,2016,"3,837,888   ","2,255,783   ",58.8   ,"2,145,584   ",55.9   ,"110,199   ",4.9   
46,South Dakota,2016,"650,648   ","453,016   ",69.6   ,"439,437   ",67.5   ,"13,579   ",3.0   
47,Tennessee,2016,"5,216,308   ","3,135,219   ",60.1   ,"2,987,176   ",57.3   ,"148,043   ",4.7   
48,Texas,2016,"20,803,891   ","13,265,488   ",63.8   ,"12,649,932   ",60.8   ,"615,556   ",4.6   
49,Utah,2016,"2,202,457   ","1,508,813   ",68.5   ,"1,458,487   ",66.2   ,"50,326   ",3.3   
50,Vermont,2016,"524,600   ","352,283   ",67.2   ,"341,341   ",65.1   ,"10,942   ",3.1   
51,Virginia,2016,"6,556,207   ","4,251,531   ",64.8   ,"4,081,183   ",62.2   ,"170,348   ",4.0   
53,Washington,2016,"5,735,903   ","3,643,850   ",63.5   ,"3,455,671   ",60.2   ,"188,179   ",5.2   
54,West Virginia,2016,"1,472,337   ","785,077   ",53.3   ,"737,371   ",50.1   ,"47,706   ",6.1   
55,Wisconsin,2016,"4,587,920   ","3,124,896   ",68.1   ,"3,002,303   ",65.4   ,"122,593   ",3.9   
56,Wyoming,2016,"448,059   ","298,777   ",66.7   ,"283,062   ",63.2   ,"15,715   ",5.3   
01,Alabama,2017,"3,878,867   ","2,207,267   ",56.9   ,"2,107,659   ",54.3   ,"99,608   ",4.5   
02,Alaska,2017,"545,984   ","360,087   ",66.0   ,"336,272   ",61.6   ,"23,815   ",6.6   
04,Arizona,2017,"5,352,766   ","3,243,274   ",60.6   ,"3,082,425   ",57.6   ,"160,849   ",5.0   
05,Arkansas,2017,"2,308,246   ","1,339,830   ",58.0   ,"1,289,840   ",55.9   ,"49,990   ",3.7   
06,California,2017,"30,836,308   ","19,205,136   ",62.3   ,"18,278,266   ",59.3   ,"926,870   ",4.8   
037,Los Angeles County,2017,"8,092,506   ","5,107,316   ",63.1   ,"4,863,464   ",60.1   ,"243,852   ",4.8   
08,Colorado,2017,"4,378,296   ","2,968,570   ",67.8   ,"2,890,711   ",66.0   ,"77,859   ",2.6   
09,Connecticut,2017,"2,901,943   ","1,918,564   ",66.1   ,"1,833,921   ",63.2   ,"84,643   ",4.4   
10,Delaware,2017,"763,733   ","475,343   ",62.2   ,"454,406   ",59.5   ,"20,937   ",4.4   
11,District of Columbia,2017,"558,781   ","393,816   ",70.5   ,"369,762   ",66.2   ,"24,054   ",6.1   
12,Florida,2017,"16,800,546   ","9,970,921   ",59.3   ,"9,545,001   ",56.8   ,"425,920   ",4.3   
13,Georgia,2017,"7,982,344   ","5,093,292   ",63.8   ,"4,850,589   ",60.8   ,"242,703   ",4.8   
15,Hawaii,2017,"1,123,090   ","696,681   ",62.0   ,"681,157   ",60.7   ,"15,524   ",2.2   
16,Idaho,2017,"1,313,238   ","840,303   ",64.0   ,"813,579   ",62.0   ,"26,724   ",3.2   
17,Illinois,2017,"10,144,267   ","6,556,106   ",64.6   ,"6,231,502   ",61.4   ,"324,604   ",5.0   
18,Indiana,2017,"5,182,589   ","3,332,275   ",64.3   ,"3,214,767   ",62.0   ,"117,508   ",3.5   
19,Iowa,2017,"2,460,208   ","1,691,506   ",68.8   ,"1,639,273   ",66.6   ,"52,233   ",3.1   
20,Kansas,2017,"2,224,700   ","1,490,478   ",67.0   ,"1,436,329   ",64.6   ,"54,149   ",3.6   
21,Kentucky,2017,"3,482,923   ","2,046,110   ",58.7   ,"1,948,750   ",56.0   ,"97,360   ",4.8   
22,Louisiana,2017,"3,583,052   ","2,102,735   ",58.7   ,"1,995,042   ",55.7   ,"107,693   ",5.1   
23,Maine,2017,"1,104,899   ","701,977   ",63.5   ,"678,075   ",61.4   ,"23,902   ",3.4   
24,Maryland,2017,"4,797,239   ","3,249,382   ",67.7   ,"3,117,487   ",65.0   ,"131,895   ",4.1   
25,Massachusetts,2017,"5,651,168   ","3,728,355   ",66.0   ,"3,585,664   ",63.4   ,"142,691   ",3.8   
26,Michigan,2017,"7,991,630   ","4,909,899   ",61.4   ,"4,684,777   ",58.6   ,"225,122   ",4.6   
27,Minnesota,2017,"4,373,557   ","3,064,073   ",70.1   ,"2,958,466   ",67.6   ,"105,607   ",3.4   
28,Mississippi,2017,"2,282,555   ","1,271,333   ",55.7   ,"1,205,122   ",52.8   ,"66,211   ",5.2   
29,Missouri,2017,"4,766,853   ","3,050,511   ",64.0   ,"2,934,928   ",61.6   ,"115,583   ",3.8   
30,Montana,2017,"835,163   ","529,184   ",63.4   ,"507,640   ",60.8   ,"21,544   ",4.1   
31,Nebraska,2017,"1,471,916   ","1,021,547   ",69.4   ,"991,407   ",67.4   ,"30,140   ",3.0   
32,Nevada,2017,"2,310,938   ","1,446,628   ",62.6   ,"1,374,082   ",59.5   ,"72,546   ",5.0   
33,New Hampshire,2017,"1,111,642   ","758,019   ",68.2   ,"736,774   ",66.3   ,"21,245   ",2.8   
34,New Jersey,2017,"7,268,870   ","4,612,037   ",63.4   ,"4,403,654   ",60.6   ,"208,383   ",4.5   
35,New Mexico,2017,"1,631,188   ","945,920   ",58.0   ,"888,037   ",54.4   ,"57,883   ",6.1   
36,New York,2017,"16,187,268   ","9,834,181   ",60.8   ,"9,378,155   ",57.9   ,"456,026   ",4.6   
51000,New York city,2017,"7,108,193   ","4,295,879   ",60.4   ,"4,101,470   ",57.7   ,"194,409   ",4.5   
37,North Carolina,2017,"7,915,483   ","4,857,716   ",61.4   ,"4,637,616   ",58.6   ,"220,100   ",4.5   
38,North Dakota,2017,"586,554   ","414,199   ",70.6   ,"403,390   ",68.8   ,"10,809   ",2.6   
39,Ohio,2017,"9,229,224   ","5,816,089   ",63.0   ,"5,528,212   ",59.9   ,"287,877   ",4.9   
40,Oklahoma,2017,"2,979,475   ","1,821,114   ",61.1   ,"1,747,790   ",58.7   ,"73,324   ",4.0   
41,Oregon,2017,"3,326,168   ","2,074,772   ",62.4   ,"1,990,555   ",59.8   ,"84,217   ",4.1   
42,Pennsylvania,2017,"10,359,983   ","6,494,133   ",62.7   ,"6,171,500   ",59.6   ,"322,633   ",5.0   
44,Rhode Island,2017,"881,454   ","568,518   ",64.5   ,"543,009   ",61.6   ,"25,509   ",4.5   
45,South Carolina,2017,"3,890,648   ","2,262,949   ",58.2   ,"2,168,104   ",55.7   ,"94,845   ",4.2   
46,South Dakota,2017,"657,240   ","455,814   ",69.4   ,"442,052   ",67.3   ,"13,762   ",3.0   
47,Tennessee,2017,"5,274,926   ","3,187,837   ",60.4   ,"3,068,306   ",58.2   ,"119,531   ",3.7   
48,Texas,2017,"21,137,198   ","13,477,073   ",63.8   ,"12,890,267   ",61.0   ,"586,806   ",4.4   
49,Utah,2017,"2,258,527   ","1,555,127   ",68.9   ,"1,506,273   ",66.7   ,"48,854   ",3.1   
50,Vermont,2017,"527,320   ","354,279   ",67.2   ,"343,867   ",65.2   ,"10,412   ",2.9   
51,Virginia,2017,"6,613,206   ","4,326,559   ",65.4   ,"4,169,561   ",63.0   ,"156,998   ",3.6   
53,Washington,2017,"5,848,753   ","3,734,160   ",63.8   ,"3,560,192   ",60.9   ,"173,968   ",4.7   
54,West Virginia,2017,"1,462,883   ","783,371   ",53.5   ,"742,563   ",50.8   ,"40,808   ",5.2   
55,Wisconsin,2017,"4,614,575   ","3,140,091   ",68.0   ,"3,037,386   ",65.8   ,"102,705   ",3.3   
56,Wyoming,2017,"445,524   ","294,016   ",66.0   ,"281,273   ",63.1   ,"12,743   ",4.3   
01,Alabama,2018,"3,900,125   ","2,236,161   ",57.3   ,"2,148,823   ",55.1   ,"87,338   ",3.9   
02,Alaska,2018,"545,151   ","354,391   ",65.0   ,"332,825   ",61.1   ,"21,566   ",6.1   
04,Arizona,2018,"5,443,624   ","3,332,845   ",61.2   ,"3,172,940   ",58.3   ,"159,905   ",4.8   
05,Arkansas,2018,"2,316,299   ","1,341,051   ",57.9   ,"1,292,190   ",55.8   ,"48,861   ",3.6   
06,California,2018,"30,999,521   ","19,306,520   ",62.3   ,"18,485,264   ",59.6   ,"821,256   ",4.3   
037,Los Angeles County,2018,"8,098,106   ","5,127,134   ",63.3   ,"4,888,786   ",60.4   ,"238,348   ",4.6   
08,Colorado,2018,"4,452,746   ","3,053,168   ",68.6   ,"2,960,405   ",66.5   ,"92,763   ",3.0   
09,Connecticut,2018,"2,910,697   ","1,920,261   ",66.0   ,"1,845,523   ",63.4   ,"74,738   ",3.9   
10,Delaware,2018,"772,619   ","480,508   ",62.2   ,"462,794   ",59.9   ,"17,714   ",3.7   
11,District of Columbia,2018,"562,177   ","396,377   ",70.5   ,"373,835   ",66.5   ,"22,542   ",5.7   
12,Florida,2018,"17,038,428   ","10,098,820   ",59.3   ,"9,731,497   ",57.1   ,"367,323   ",3.6   
13,Georgia,2018,"8,082,037   ","5,111,210   ",63.2   ,"4,906,904   ",60.7   ,"204,306   ",4.0   
15,Hawaii,2018,"1,126,742   ","693,429   ",61.5   ,"676,788   ",60.1   ,"16,641   ",2.4   
16,Idaho,2018,"1,345,228   ","862,716   ",64.1   ,"838,047   ",62.3   ,"24,669   ",2.9   
17,Illinois,2018,"10,137,675   ","6,555,266   ",64.7   ,"6,268,164   ",61.8   ,"287,102   ",4.4   
18,Indiana,2018,"5,216,034   ","3,383,465   ",64.9   ,"3,267,594   ",62.6   ,"115,871   ",3.4   
19,Iowa,2018,"2,469,042   ","1,706,085   ",69.1   ,"1,662,044   ",67.3   ,"44,041   ",2.6   
20,Kansas,2018,"2,230,452   ","1,491,449   ",66.9   ,"1,442,061   ",64.7   ,"49,388   ",3.3   
21,Kentucky,2018,"3,494,310   ","2,047,139   ",58.6   ,"1,960,964   ",56.1   ,"86,175   ",4.2   
22,Louisiana,2018,"3,581,391   ","2,104,001   ",58.7   ,"2,002,596   ",55.9   ,"101,405   ",4.8   
23,Maine,2018,"1,110,970   ","700,133   ",63.0   ,"677,922   ",61.0   ,"22,211   ",3.2   
24,Maryland,2018,"4,822,052   ","3,271,741   ",67.8   ,"3,147,501   ",65.3   ,"124,240   ",3.8   
25,Massachusetts,2018,"5,691,188   ","3,822,146   ",67.2   ,"3,690,050   ",64.8   ,"132,096   ",3.5   
26,Michigan,2018,"8,020,911   ","4,941,127   ",61.6   ,"4,735,249   ",59.0   ,"205,878   ",4.2   
27,Minnesota,2018,"4,411,102   ","3,070,510   ",69.6   ,"2,978,082   ",67.5   ,"92,428   ",3.0   
28,Mississippi,2018,"2,278,282   ","1,267,614   ",55.6   ,"1,205,086   ",52.9   ,"62,528   ",4.9   
29,Missouri,2018,"4,781,956   ","3,042,735   ",63.6   ,"2,944,226   ",61.6   ,"98,509   ",3.2   
30,Montana,2018,"843,880   ","534,517   ",63.3   ,"514,655   ",61.0   ,"19,862   ",3.7   
31,Nebraska,2018,"1,481,917   ","1,033,640   ",69.8   ,"1,003,630   ",67.7   ,"30,010   ",2.9   
32,Nevada,2018,"2,360,156   ","1,496,216   ",63.4   ,"1,430,324   ",60.6   ,"65,892   ",4.4   
33,New Hampshire,2018,"1,119,772   ","767,834   ",68.6   ,"747,628   ",66.8   ,"20,206   ",2.6   
34,New Jersey,2018,"7,312,178   ","4,607,436   ",63.0   ,"4,423,016   ",60.5   ,"184,420   ",4.0   
35,New Mexico,2018,"1,639,277   ","945,923   ",57.7   ,"899,153   ",54.9   ,"46,770   ",4.9   
36,New York,2018,"16,231,393   ","9,828,612   ",60.6   ,"9,425,796   ",58.1   ,"402,816   ",4.1   
51000,New York city,2018,"7,126,866   ","4,271,044   ",59.9   ,"4,093,831   ",57.4   ,"177,213   ",4.1   
37,North Carolina,2018,"8,011,456   ","4,904,970   ",61.2   ,"4,708,294   ",58.8   ,"196,676   ",4.0   
38,North Dakota,2018,"588,550   ","411,772   ",70.0   ,"401,921   ",68.3   ,"9,851   ",2.4   
39,Ohio,2018,"9,259,955   ","5,813,596   ",62.8   ,"5,553,722   ",60.0   ,"259,874   ",4.5   
40,Oklahoma,2018,"2,988,260   ","1,828,707   ",61.2   ,"1,768,822   ",59.2   ,"59,885   ",3.3   
41,Oregon,2018,"3,364,784   ","2,077,786   ",61.8   ,"1,994,207   ",59.3   ,"83,579   ",4.0   
42,Pennsylvania,2018,"10,392,477   ","6,512,770   ",62.7   ,"6,225,638   ",59.9   ,"287,132   ",4.4   
44,Rhode Island,2018,"886,941   ","571,703   ",64.5   ,"548,595   ",61.9   ,"23,108   ",4.0   
45,South Carolina,2018,"3,939,491   ","2,283,363   ",58.0   ,"2,206,821   ",56.0   ,"76,542   ",3.4   
46,South Dakota,2018,"661,948   ","458,530   ",69.3   ,"445,918   ",67.4   ,"12,612   ",2.8   
47,Tennessee,2018,"5,331,356   ","3,250,029   ",61.0   ,"3,136,967   ",58.8   ,"113,062   ",3.5   
48,Texas,2018,"21,443,277   ","13,711,830   ",63.9   ,"13,175,974   ",61.4   ,"535,856   ",3.9   
49,Utah,2018,"2,311,171   ","1,584,156   ",68.5   ,"1,537,987   ",66.5   ,"46,169   ",2.9   
50,Vermont,2018,"529,668   ","354,368   ",66.9   ,"345,517   ",65.2   ,"8,851   ",2.5   
51,Virginia,2018,"6,657,108   ","4,352,465   ",65.4   ,"4,222,546   ",63.4   ,"129,919   ",3.0   
53,Washington,2018,"5,941,873   ","3,823,475   ",64.3   ,"3,655,366   ",61.5   ,"168,109   ",4.4   
54,West Virginia,2018,"1,453,954   ","791,019   ",54.4   ,"750,445   ",51.6   ,"40,574   ",5.1   
55,Wisconsin,2018,"4,640,245   ","3,126,895   ",67.4   ,"3,032,918   ",65.4   ,"93,977   ",3.0   
56,Wyoming,2018,"445,347   ","292,718   ",65.7   ,"280,811   ",63.1   ,"11,907   ",4.1   
01,Alabama,2019,"3,923,217   ","2,264,271   ",57.7   ,"2,191,967   ",55.9   ,"72,304   ",3.2   
02,Alaska,2019,"544,291   ","351,494   ",64.6   ,"331,762   ",61.0   ,"19,732   ",5.6   
04,Arizona,2019,"5,544,194   ","3,436,051   ",62.0   ,"3,270,898   ",59.0   ,"165,153   ",4.8   
05,Arkansas,2019,"2,325,056   ","1,351,461   ",58.1   ,"1,304,286   ",56.1   ,"47,175   ",3.5   
06,California,2019,"31,097,819   ","19,420,103   ",62.4   ,"18,621,924   ",59.9   ,"798,179   ",4.1   
037,Los Angeles County,2019,"8,085,800   ","5,163,996   ",63.9   ,"4,932,292   ",61.0   ,"231,704   ",4.5   
08,Colorado,2019,"4,520,514   ","3,102,912   ",68.6   ,"3,020,213   ",66.8   ,"82,699   ",2.7   
09,Connecticut,2019,"2,914,148   ","1,933,458   ",66.3   ,"1,864,182   ",64.0   ,"69,276   ",3.6   
10,Delaware,2019,"782,440   ","484,908   ",62.0   ,"467,640   ",59.8   ,"17,268   ",3.6   
11,District of Columbia,2019,"563,726   ","400,977   ",71.1   ,"378,727   ",67.2   ,"22,250   ",5.5   
12,Florida,2019,"17,246,196   ","10,256,794   ",59.5   ,"9,923,974   ",57.5   ,"332,820   ",3.2   
13,Georgia,2019,"8,186,505   ","5,144,546   ",62.8   ,"4,959,322   ",60.6   ,"185,224   ",3.6   
15,Hawaii,2019,"1,127,233   ","688,531   ",61.1   ,"671,166   ",59.5   ,"17,365   ",2.5   
16,Idaho,2019,"1,380,625   ","889,241   ",64.4   ,"863,551   ",62.5   ,"25,690   ",2.9   
17,Illinois,2019,"10,129,028   ","6,545,422   ",64.6   ,"6,284,390   ",62.0   ,"261,032   ",4.0   
18,Indiana,2019,"5,250,138   ","3,392,605   ",64.6   ,"3,279,990   ",62.5   ,"112,615   ",3.3   
19,Iowa,2019,"2,481,146   ","1,735,436   ",69.9   ,"1,689,018   ",68.1   ,"46,418   ",2.7   
20,Kansas,2019,"2,237,001   ","1,502,265   ",67.2   ,"1,454,669   ",65.0   ,"47,596   ",3.2   
21,Kentucky,2019,"3,506,204   ","2,064,040   ",58.9   ,"1,979,478   ",56.5   ,"84,562   ",4.1   
22,Louisiana,2019,"3,580,912   ","2,097,350   ",58.6   ,"1,999,956   ",55.9   ,"97,394   ",4.6   
23,Maine,2019,"1,118,155   ","697,749   ",62.4   ,"677,602   ",60.6   ,"20,147   ",2.9   
24,Maryland,2019,"4,844,738   ","3,334,413   ",68.8   ,"3,221,709   ",66.5   ,"112,704   ",3.4   
25,Massachusetts,2019,"5,722,693   ","3,847,203   ",67.2   ,"3,730,081   ",65.2   ,"117,122   ",3.0   
26,Michigan,2019,"8,040,193   ","4,974,522   ",61.9   ,"4,771,493   ",59.3   ,"203,029   ",4.1   
27,Minnesota,2019,"4,445,628   ","3,105,101   ",69.8   ,"3,002,700   ",67.5   ,"102,401   ",3.3   
28,Mississippi,2019,"2,277,859   ","1,279,171   ",56.2   ,"1,208,957   ",53.1   ,"70,214   ",5.5   
29,Missouri,2019,"4,801,377   ","3,068,482   ",63.9   ,"2,969,069   ",61.8   ,"99,413   ",3.2   
30,Montana,2019,"852,741   ","542,875   ",63.7   ,"523,844   ",61.4   ,"19,031   ",3.5   
31,Nebraska,2019,"1,491,615   ","1,049,093   ",70.3   ,"1,016,556   ",68.2   ,"32,537   ",3.1   
32,Nevada,2019,"2,411,469   ","1,547,099   ",64.2   ,"1,483,168   ",61.5   ,"63,931   ",4.1   
33,New Hampshire,2019,"1,128,816   ","777,320   ",68.9   ,"757,399   ",67.1   ,"19,921   ",2.6   
34,New Jersey,2019,"7,352,948   ","4,693,206   ",63.8   ,"4,529,991   ",61.6   ,"163,215   ",3.5   
35,New Mexico,2019,"1,650,871   ","956,965   ",58.0   ,"909,341   ",55.1   ,"47,624   ",5.0   
36,New York,2019,"16,254,563   ","9,862,815   ",60.7   ,"9,479,771   ",58.3   ,"383,044   ",3.9   
51000,New York city,2019,"7,133,586   ","4,278,064   ",60.0   ,"4,107,885   ",57.6   ,"170,179   ",4.0   
37,North Carolina,2019,"8,103,087   ","4,984,667   ",61.5   ,"4,792,188   ",59.1   ,"192,479   ",3.9   
38,North Dakota,2019,"591,229   ","413,599   ",70.0   ,"404,621   ",68.4   ,"8,978   ",2.2   
39,Ohio,2019,"9,289,612   ","5,871,252   ",63.2   ,"5,628,875   ",60.6   ,"242,377   ",4.1   
40,Oklahoma,2019,"3,003,976   ","1,837,388   ",61.2   ,"1,779,707   ",59.2   ,"57,681   ",3.1   
41,Oregon,2019,"3,399,990   ","2,091,154   ",61.5   ,"2,013,473   ",59.2   ,"77,681   ",3.7   
42,Pennsylvania,2019,"10,416,206   ","6,573,565   ",63.1   ,"6,291,463   ",60.4   ,"282,102   ",4.3   
44,Rhode Island,2019,"891,181   ","573,479   ",64.4   ,"553,361   ",62.1   ,"20,118   ",3.5   
45,South Carolina,2019,"3,991,400   ","2,328,087   ",58.3   ,"2,263,682   ",56.7   ,"64,405   ",2.8   
46,South Dakota,2019,"667,824   ","464,222   ",69.5   ,"451,532   ",67.6   ,"12,690   ",2.7   
47,Tennessee,2019,"5,384,709   ","3,329,437   ",61.8   ,"3,218,077   ",59.8   ,"111,360   ",3.3   
48,Texas,2019,"21,773,742   ","13,925,882   ",64.0   ,"13,432,803   ",61.7   ,"493,079   ",3.5   
49,Utah,2019,"2,363,792   ","1,619,173   ",68.5   ,"1,578,069   ",66.8   ,"41,104   ",2.5   
50,Vermont,2019,"531,941   ","352,876   ",66.3   ,"345,401   ",64.9   ,"7,475   ",2.1   
51,Virginia,2019,"6,704,251   ","4,404,760   ",65.7   ,"4,283,473   ",63.9   ,"121,287   ",2.8   
53,Washington,2019,"6,027,161   ","3,946,211   ",65.5   ,"3,781,127   ",62.7   ,"165,084   ",4.2   
54,West Virginia,2019,"1,447,239   ","792,040   ",54.7   ,"752,871   ",52.0   ,"39,169   ",4.9   
55,Wisconsin,2019,"4,666,721   ","3,116,333   ",66.8   ,"3,016,526   ",64.6   ,"99,807   ",3.2   
56,Wyoming,2019,"447,064   ","293,674   ",65.7   ,"282,739   ",63.2   ,"10,935   ",3.7   
01,Alabama,2020,"3,950,692   ","2,258,249   ",57.2   ,"2,113,768   ",53.5   ,"144,481   ",6.4   
02,Alaska,2020,"543,977   ","345,541   ",63.5   ,"316,964   ",58.3   ,"28,577   ",8.3   
04,Arizona,2020,"5,656,723   ","3,473,143   ",61.4   ,"3,202,105   ",56.6   ,"271,038   ",7.8   
05,Arkansas,2020,"2,337,806   ","1,340,946   ",57.4   ,"1,258,501   ",53.8   ,"82,445   ",6.1   
06,California,2020,"31,147,160   ","18,956,579   ",60.9   ,"17,039,764   ",54.7   ,"1,916,815   ",10.1   
037,Los Angeles County,2020,"8,050,172   ","4,972,649   ",61.8   ,"4,363,217   ",54.2   ,"609,432   ",12.3   
08,Colorado,2020,"4,580,984   ","3,079,767   ",67.2   ,"2,870,858   ",62.7   ,"208,909   ",6.8   
09,Connecticut,2020,"2,908,833   ","1,877,913   ",64.6   ,"1,727,900   ",59.4   ,"150,013   ",8.0   
10,Delaware,2020,"793,251   ","486,781   ",61.4   ,"450,194   ",56.8   ,"36,587   ",7.5   
11,District of Columbia,2020,"554,002   ","386,856   ",69.8   ,"355,967   ",64.3   ,"30,889   ",8.0   
12,Florida,2020,"17,475,931   ","10,056,206   ",57.5   ,"9,249,303   ",52.9   ,"806,903   ",8.0   
13,Georgia,2020,"8,282,744   ","5,082,499   ",61.4   ,"4,750,641   ",57.4   ,"331,858   ",6.5   
15,Hawaii,2020,"1,126,427   ","666,109   ",59.1   ,"588,617   ",52.3   ,"77,492   ",11.6   
16,Idaho,2020,"1,420,352   ","902,300   ",63.5   ,"852,450   ",60.0   ,"49,850   ",5.5   
17,Illinois,2020,"10,107,289   ","6,324,603   ",62.6   ,"5,737,293   ",56.8   ,"587,310   ",9.3   
18,Indiana,2020,"5,282,391   ","3,325,780   ",63.0   ,"3,082,456   ",58.4   ,"243,324   ",7.3   
19,Iowa,2020,"2,491,925   ","1,664,714   ",66.8   ,"1,578,414   ",63.3   ,"86,300   ",5.2   
20,Kansas,2020,"2,246,019   ","1,501,633   ",66.9   ,"1,414,277   ",63.0   ,"87,356   ",5.8   
21,Kentucky,2020,"3,517,745   ","2,010,262   ",57.1   ,"1,879,778   ",53.4   ,"130,484   ",6.5   
22,Louisiana,2020,"3,577,474   ","2,048,799   ",57.3   ,"1,872,055   ",52.3   ,"176,744   ",8.6   
23,Maine,2020,"1,126,692   ","672,023   ",59.6   ,"638,081   ",56.6   ,"33,942   ",5.1   
24,Maryland,2020,"4,861,126   ","3,235,926   ",66.6   ,"3,026,142   ",62.3   ,"209,784   ",6.5   
25,Massachusetts,2020,"5,728,306   ","3,742,675   ",65.3   ,"3,395,793   ",59.3   ,"346,882   ",9.3   
26,Michigan,2020,"8,050,512   ","4,862,914   ",60.4   ,"4,375,760   ",54.4   ,"487,154   ",10.0   
27,Minnesota,2020,"4,474,273   ","3,117,663   ",69.7   ,"2,922,198   ",65.3   ,"195,465   ",6.3   
